Age,Gender,Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Health_Impacts,Urban_or_Rural
13,Male,3.83,TV,True,"Poor Sleep, Eye Strain",Rural
9,Male,5.75,Tablet,True,Poor Sleep,Rural
13,Male,4.62,Smartphone,True,"Anxiety, Obesity Risk",Urban
10,Male,7.58,Smartphone,True,Poor Sleep,Urban
16,Female,3.47,Tablet,True,"Poor Sleep, Anxiety",Urban
18,Female,4.44,Laptop,True,Eye Strain,Rural
9,Female,0.62,Smartphone,False,None,Urban
16,Female,4.66,Tablet,True,"Poor Sleep, Eye Strain, Obesity Risk",Rural
12,Male,5.16,Smartphone,True,Anxiety,Urban
15,Male,4.16,Laptop,True,Anxiety,Urban
9,Female,7.15,TV,True,None,Urban
13,Female,2.74,Tablet,False,None,Urban
10,Female,0.78,TV,False,None,Urban
17,Female,5.37,Smartphone,True,"Eye Strain, Obesity Risk",Urban
12,Female,4.92,Smartphone,True,None,Urban
15,Male,4.64,Smartphone,True,Anxiety,Urban
17,Male,3.73,Smartphone,True,"Poor Sleep, Anxiety",Urban
12,Female,5.33,Smartphone,True,"Poor Sleep, Eye Strain",Rural
10,Male,0.79,TV,False,None,Urban
11,Male,4.75,Smartphone,True,Obesity Risk,Rural
9,Male,4.67,Smartphone,True,"Poor Sleep, Eye Strain",Urban
16,Male,4.83,Smartphone,True,Poor Sleep,Rural
10,Female,4.78,TV,True,"Poor Sleep, Eye Strain",Urban
9,Female,7.54,Smartphone,True,Poor Sleep,Urban
17,Female,5.14,Smartphone,True,"Poor Sleep, Eye Strain",Urban
18,Female,3.89,Smartphone,True,Eye Strain,Rural
16,Male,5.97,Smartphone,True,"Poor Sleep, Eye Strain",Rural
14,Female,1.5,TV,False,None,Urban
13,Male,4.51,Tablet,True,None,Urban
8,Male,2.19,TV,True,None,Urban
12,Female,5.31,TV,True,"Poor Sleep, Anxiety",Urban
18,Female,5.44,Laptop,True,"Eye Strain, Anxiety",Urban
18,Male,3.22,TV,True,Poor Sleep,Urban
10,Male,5.96,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
8,Female,5.7,TV,True,Poor Sleep,Urban
11,Male,5.85,Smartphone,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
9,Female,5.06,Tablet,True,Poor Sleep,Urban
10,Female,5.33,Smartphone,True,"Poor Sleep, Eye Strain",Urban
15,Female,5.25,Smartphone,True,Poor Sleep,Rural
15,Male,3.59,Smartphone,True,None,Urban
14,Female,4.41,TV,True,Anxiety,Urban
13,Female,5.13,Smartphone,True,Obesity Risk,Urban
16,Female,4.31,Tablet,True,"Poor Sleep, Eye Strain",Rural
11,Male,6.69,TV,True,Eye Strain,Urban
8,Female,7.8,TV,True,Poor Sleep,Rural
15,Female,2.69,Smartphone,False,None,Urban
14,Male,5.07,TV,True,Eye Strain,Urban
14,Female,4.06,Smartphone,True,None,Rural
10,Female,3.36,Tablet,True,Poor Sleep,Rural
11,Male,5.51,Smartphone,True,Poor Sleep,Rural
17,Male,3.55,TV,True,Poor Sleep,Urban
16,Female,4.15,Smartphone,True,None,Urban
13,Male,4.24,Smartphone,True,Poor Sleep,Urban
12,Male,4.59,Smartphone,True,None,Rural
10,Female,3.64,Smartphone,True,Poor Sleep,Urban
16,Female,4.17,Smartphone,True,"Poor Sleep, Anxiety",Urban
12,Male,4.93,Smartphone,True,None,Urban
12,Female,5.54,Laptop,True,"Poor Sleep, Eye Strain",Urban
11,Female,2.45,Smartphone,False,None,Urban
11,Female,3.48,Laptop,True,"Poor Sleep, Eye Strain, Anxiety",Urban
8,Female,8.76,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
14,Female,3.7,Smartphone,True,Obesity Risk,Urban
16,Male,3.52,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Male,5.31,TV,True,Poor Sleep,Urban
9,Female,5.38,Tablet,True,"Poor Sleep, Obesity Risk",Urban
10,Male,9.16,TV,True,"Poor Sleep, Anxiety",Rural
8,Female,7.2,TV,True,None,Urban
13,Female,3.6,Smartphone,True,"Poor Sleep, Anxiety",Urban
18,Male,4.21,Smartphone,True,Poor Sleep,Urban
18,Female,3.51,Smartphone,True,None,Urban
14,Male,6.07,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Rural
18,Female,5.4,TV,True,Poor Sleep,Rural
18,Female,4.98,Smartphone,True,Poor Sleep,Urban
9,Male,2.44,Tablet,True,None,Rural
15,Female,4.03,Smartphone,True,None,Urban
13,Male,3.47,Laptop,True,"Poor Sleep, Eye Strain",Urban
11,Male,3.64,Tablet,True,Anxiety,Rural
12,Female,5.76,TV,True,"Poor Sleep, Obesity Risk",Rural
15,Female,5.05,Laptop,True,Poor Sleep,Rural
10,Male,5.15,Tablet,True,"Poor Sleep, Obesity Risk",Urban
10,Female,3.79,TV,True,None,Urban
18,Male,4.95,Tablet,True,Poor Sleep,Urban
11,Male,6.07,Smartphone,True,"Poor Sleep, Eye Strain",Urban
8,Female,3.19,TV,True,"Poor Sleep, Eye Strain",Urban
16,Female,4.49,Smartphone,True,"Poor Sleep, Eye Strain",Urban
15,Male,3.84,Smartphone,True,Poor Sleep,Rural
15,Female,3.48,Smartphone,True,Eye Strain,Urban
17,Male,5.83,TV,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
13,Male,5.6,TV,True,"Poor Sleep, Anxiety",Urban
14,Male,2.54,Smartphone,False,None,Urban
13,Male,5.65,TV,True,Poor Sleep,Urban
16,Male,5.64,TV,True,None,Urban
10,Male,1.51,Tablet,False,None,Urban
10,Female,1.76,Smartphone,False,None,Rural
10,Male,2.77,Smartphone,True,None,Urban
17,Male,5.62,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
10,Female,8.14,TV,True,None,Urban
16,Male,3.8,Laptop,True,Poor Sleep,Rural
11,Female,4.68,Smartphone,True,Poor Sleep,Urban
14,Male,2.54,Tablet,False,None,Rural
16,Female,3.09,TV,True,Eye Strain,Urban
18,Male,6.39,Laptop,True,"Poor Sleep, Eye Strain",Urban
14,Female,4.52,Tablet,True,Poor Sleep,Urban
16,Male,5.9,Smartphone,True,Poor Sleep,Urban
10,Male,4.84,Tablet,True,None,Rural
11,Female,5.57,Laptop,True,"Anxiety, Obesity Risk",Urban
15,Male,2.72,Smartphone,False,None,Urban
13,Female,2.81,Smartphone,False,None,Urban
12,Male,4.46,Smartphone,True,"Poor Sleep, Eye Strain",Urban
11,Male,3.93,TV,True,Poor Sleep,Rural
15,Male,4.08,Laptop,True,Poor Sleep,Urban
8,Female,4.66,TV,True,Poor Sleep,Rural
16,Male,5.49,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
8,Female,7.64,TV,True,None,Urban
15,Male,3.98,Tablet,True,Obesity Risk,Urban
11,Female,4.5,TV,True,"Poor Sleep, Obesity Risk",Urban
16,Female,3.91,Smartphone,True,"Poor Sleep, Anxiety",Rural
18,Female,5.36,Smartphone,True,Poor Sleep,Rural
12,Male,4.45,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
10,Male,2.35,Smartphone,True,None,Urban
16,Male,4.09,Laptop,True,Poor Sleep,Urban
18,Male,3.71,Smartphone,True,None,Urban
16,Male,4.45,Smartphone,True,Anxiety,Urban
11,Male,5.03,Laptop,True,"Poor Sleep, Eye Strain",Urban
18,Female,5.38,Smartphone,True,Poor Sleep,Rural
11,Male,3.33,Smartphone,True,Poor Sleep,Urban
15,Male,3.15,Tablet,True,"Eye Strain, Anxiety",Rural
9,Male,5.06,Smartphone,True,"Poor Sleep, Obesity Risk",Rural
16,Male,5.09,TV,True,"Poor Sleep, Eye Strain, Anxiety",Urban
13,Female,3.58,Smartphone,True,"Poor Sleep, Eye Strain",Urban
16,Male,5.64,Smartphone,True,"Poor Sleep, Eye Strain, Obesity Risk",Rural
15,Female,4.4,Smartphone,True,Anxiety,Urban
14,Male,5.59,TV,True,None,Urban
8,Male,5.85,Smartphone,True,"Poor Sleep, Anxiety",Urban
10,Male,8.37,Tablet,True,"Poor Sleep, Anxiety",Urban
18,Female,3.28,Tablet,True,"Poor Sleep, Eye Strain",Urban
9,Female,3.93,TV,True,Poor Sleep,Urban
12,Male,5.4,Laptop,True,"Poor Sleep, Eye Strain",Urban
12,Male,4.01,Laptop,True,"Poor Sleep, Eye Strain, Obesity Risk",Rural
12,Female,4.82,Smartphone,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
11,Female,6.84,Smartphone,True,Poor Sleep,Rural
12,Male,5.56,TV,True,Obesity Risk,Urban
10,Male,2.67,Smartphone,True,None,Urban
8,Female,3.57,Smartphone,True,Poor Sleep,Urban
12,Female,6.32,Tablet,True,"Eye Strain, Anxiety",Urban
16,Male,4.81,Smartphone,True,None,Urban
16,Female,5.28,Smartphone,True,Poor Sleep,Urban
11,Female,2.59,Smartphone,False,None,Rural
10,Male,2.9,Tablet,True,None,Urban
9,Female,3.43,Smartphone,True,None,Urban
15,Male,6.44,Tablet,True,Eye Strain,Rural
8,Male,6.71,Smartphone,True,None,Urban
15,Female,5.15,Smartphone,True,None,Urban
14,Female,5.3,Tablet,True,Poor Sleep,Urban
15,Female,3.76,TV,True,Poor Sleep,Urban
13,Female,5.3,Tablet,True,Poor Sleep,Urban
16,Male,3.92,Smartphone,True,Poor Sleep,Rural
10,Female,3.24,Smartphone,True,None,Urban
17,Female,5.57,Smartphone,True,None,Rural
11,Female,6.92,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
13,Female,3.92,Smartphone,True,"Poor Sleep, Eye Strain",Rural
15,Female,4.64,Laptop,True,None,Urban
12,Male,3.6,TV,True,Poor Sleep,Urban
10,Male,0.06,TV,False,None,Urban
13,Male,4.66,Smartphone,True,Poor Sleep,Rural
11,Male,2.94,Smartphone,False,None,Urban
16,Female,3.34,Smartphone,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
10,Female,3.24,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
11,Male,3.39,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
14,Male,4.41,TV,True,Eye Strain,Rural
14,Male,4.78,Smartphone,True,"Poor Sleep, Anxiety",Urban
11,Male,4.41,Smartphone,True,Poor Sleep,Urban
13,Female,4.98,Laptop,True,Eye Strain,Urban
10,Male,0.62,Tablet,False,None,Urban
13,Male,6.38,TV,True,Poor Sleep,Rural
9,Female,3.19,Smartphone,True,"Poor Sleep, Eye Strain",Urban
15,Male,5.28,Smartphone,True,"Poor Sleep, Obesity Risk",Rural
9,Male,5.3,Tablet,True,"Poor Sleep, Eye Strain, Anxiety",Urban
18,Female,3.98,Smartphone,True,"Poor Sleep, Anxiety",Rural
14,Female,5.15,TV,True,"Poor Sleep, Eye Strain",Urban
16,Male,2.84,TV,False,None,Rural
8,Male,3.29,Smartphone,True,Obesity Risk,Urban
15,Female,4.21,TV,True,Poor Sleep,Rural
14,Female,5.19,Smartphone,True,"Poor Sleep, Obesity Risk",Rural
13,Female,5.42,Smartphone,True,"Eye Strain, Obesity Risk",Urban
13,Female,5.25,Smartphone,True,"Poor Sleep, Eye Strain",Urban
13,Male,6.91,Tablet,True,Poor Sleep,Urban
16,Female,3.28,TV,True,"Poor Sleep, Anxiety",Urban
9,Male,6.07,Tablet,True,Poor Sleep,Urban
8,Female,6.51,Tablet,True,"Eye Strain, Obesity Risk",Urban
13,Male,4.04,Smartphone,True,Poor Sleep,Urban
17,Female,5.7,Laptop,True,Poor Sleep,Rural
18,Female,4.82,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
15,Female,3.52,TV,True,"Anxiety, Obesity Risk",Rural
10,Male,7.09,Smartphone,True,Poor Sleep,Rural
17,Male,4.45,TV,True,Poor Sleep,Urban
16,Male,2.64,TV,False,None,Urban
8,Male,3.94,TV,True,None,Rural
10,Female,7.43,Smartphone,True,Eye Strain,Urban
15,Male,4.28,Laptop,True,None,Rural
10,Female,7.85,Tablet,True,Poor Sleep,Urban
11,Female,4.88,Laptop,True,"Poor Sleep, Obesity Risk",Rural
15,Female,4.78,TV,True,Eye Strain,Urban
8,Male,4.59,Tablet,True,"Poor Sleep, Obesity Risk",Rural
13,Female,5.87,Tablet,True,"Poor Sleep, Eye Strain",Urban
8,Female,2.83,TV,True,None,Urban
8,Female,5.04,TV,True,"Eye Strain, Anxiety",Rural
15,Female,5.19,TV,True,Poor Sleep,Urban
18,Female,4.36,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
11,Female,6,Laptop,True,Poor Sleep,Rural
8,Male,4,TV,True,"Poor Sleep, Obesity Risk",Urban
17,Female,5.68,TV,True,"Poor Sleep, Obesity Risk",Urban
14,Female,2.19,Smartphone,False,None,Urban
12,Female,4.79,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Rural
12,Female,4.84,Laptop,True,Poor Sleep,Urban
8,Male,2.72,Tablet,True,None,Urban
17,Male,4.96,TV,True,Poor Sleep,Urban
18,Female,6.62,Smartphone,True,None,Rural
13,Male,3.93,Smartphone,True,Poor Sleep,Urban
16,Female,5.78,Smartphone,True,Poor Sleep,Rural
16,Female,3.77,Smartphone,True,"Poor Sleep, Eye Strain",Rural
15,Female,6.08,Smartphone,True,None,Urban
12,Male,4.51,Smartphone,True,"Eye Strain, Anxiety",Urban
8,Female,0.63,Smartphone,False,None,Urban
16,Male,4.3,Laptop,True,Poor Sleep,Urban
8,Female,3.29,TV,True,Obesity Risk,Rural
15,Male,4.19,Laptop,True,"Poor Sleep, Obesity Risk",Urban
12,Male,5.1,TV,True,"Anxiety, Obesity Risk",Urban
10,Female,9.28,Smartphone,True,Anxiety,Urban
18,Male,4.72,TV,True,Poor Sleep,Rural
14,Male,4.03,Tablet,True,"Anxiety, Obesity Risk",Urban
14,Female,4.6,Smartphone,True,"Poor Sleep, Anxiety",Urban
16,Female,4.63,TV,True,"Poor Sleep, Obesity Risk",Rural
14,Male,3.39,Tablet,True,"Poor Sleep, Eye Strain",Rural
18,Male,3.37,Laptop,True,Poor Sleep,Urban
18,Female,4.05,Laptop,True,"Poor Sleep, Eye Strain",Urban
8,Female,9.19,TV,True,Poor Sleep,Rural
15,Female,3.55,TV,True,"Poor Sleep, Anxiety",Urban
10,Female,4.51,TV,True,Poor Sleep,Rural
15,Female,5.29,Smartphone,True,Poor Sleep,Rural
15,Female,5.04,Laptop,True,Eye Strain,Urban
12,Female,5.09,Smartphone,True,None,Urban
8,Male,4.93,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
17,Male,5.77,Smartphone,True,None,Urban
14,Male,6.07,Smartphone,True,Poor Sleep,Urban
17,Female,5.68,Tablet,True,"Poor Sleep, Eye Strain, Anxiety",Rural
12,Male,2.86,Smartphone,False,None,Urban
15,Female,3.72,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
16,Male,1.77,Smartphone,False,None,Urban
18,Female,4.77,Smartphone,True,"Poor Sleep, Eye Strain",Urban
14,Female,4.81,Smartphone,True,"Eye Strain, Anxiety, Obesity Risk",Rural
14,Female,3.49,TV,True,Eye Strain,Urban
8,Male,7.78,Tablet,True,"Poor Sleep, Anxiety",Urban
11,Male,3.29,Smartphone,True,"Poor Sleep, Eye Strain",Rural
9,Male,7.12,TV,True,"Poor Sleep, Anxiety, Obesity Risk",Urban
9,Male,0.14,TV,False,None,Urban
11,Male,3.41,TV,True,"Eye Strain, Anxiety",Urban
8,Male,5.45,Tablet,True,"Poor Sleep, Obesity Risk",Rural
11,Male,2.94,Tablet,False,None,Urban
9,Male,0.66,TV,False,None,Urban
12,Male,3.17,TV,True,"Poor Sleep, Eye Strain",Urban
10,Female,0.02,TV,False,None,Urban
15,Female,3.28,Smartphone,True,"Poor Sleep, Eye Strain",Rural
11,Male,4.38,Laptop,True,Anxiety,Urban
8,Male,4.11,Smartphone,True,None,Rural
8,Female,4.84,Smartphone,True,Poor Sleep,Rural
17,Female,5.34,Laptop,True,Poor Sleep,Urban
10,Female,6.56,TV,True,Poor Sleep,Urban
16,Male,4.63,Laptop,True,Poor Sleep,Urban
14,Female,4.48,Laptop,True,"Poor Sleep, Eye Strain, Obesity Risk",Rural
9,Female,1.94,Tablet,False,None,Urban
16,Male,4.38,Smartphone,True,Obesity Risk,Urban
17,Male,3.47,Smartphone,True,Eye Strain,Urban
9,Female,8.92,Tablet,True,Poor Sleep,Rural
10,Male,9.8,Smartphone,True,Poor Sleep,Rural
18,Female,3.53,Laptop,True,"Poor Sleep, Eye Strain, Anxiety",Urban
17,Female,5.65,TV,True,None,Urban
9,Male,6.92,TV,True,"Poor Sleep, Anxiety",Urban
10,Male,1.59,Tablet,False,None,Urban
13,Male,5.99,TV,True,"Poor Sleep, Anxiety",Urban
16,Female,6.74,Smartphone,True,Eye Strain,Urban
16,Male,3.53,Laptop,True,"Eye Strain, Anxiety",Rural
14,Male,4.93,Laptop,True,"Eye Strain, Anxiety, Obesity Risk",Urban
10,Female,1.31,Tablet,False,None,Urban
11,Male,4.28,TV,True,"Poor Sleep, Eye Strain, Anxiety",Rural
13,Male,5,TV,True,"Poor Sleep, Eye Strain, Anxiety",Urban
18,Female,4.67,Smartphone,True,"Poor Sleep, Eye Strain, Obesity Risk",Rural
12,Male,4.48,Smartphone,True,"Poor Sleep, Anxiety",Rural
9,Female,2.02,Smartphone,True,None,Urban
13,Male,5.53,Smartphone,True,Eye Strain,Urban
10,Male,5.19,Smartphone,True,"Poor Sleep, Eye Strain",Urban
15,Female,6.77,TV,True,None,Rural
9,Male,3.17,Smartphone,True,Poor Sleep,Rural
8,Female,5.91,Tablet,True,"Poor Sleep, Anxiety",Urban
16,Female,3.56,Smartphone,True,"Poor Sleep, Eye Strain",Urban
10,Female,1.3,Tablet,False,None,Rural
18,Male,3.68,Tablet,True,"Poor Sleep, Eye Strain",Urban
8,Male,7.57,Tablet,True,Poor Sleep,Rural
14,Female,4.62,TV,True,None,Urban
17,Female,3.45,TV,True,"Poor Sleep, Eye Strain, Obesity Risk",Urban
12,Female,4.03,Smartphone,True,Poor Sleep,Urban
12,Female,6.4,Smartphone,True,"Poor Sleep, Eye Strain",Urban
8,Male,2.1,Tablet,True,None,Rural
16,Male,2.43,Smartphone,False,None,Urban
14,Female,2.35,Laptop,False,None,Urban
15,Male,5.63,Smartphone,True,"Poor Sleep, Eye Strain",Urban
16,Female,5.82,Smartphone,True,"Poor Sleep, Anxiety",Rural
13,Female,4.34,Smartphone,True,"Poor Sleep, Obesity Risk",Rural
12,Female,4.97,Smartphone,True,"Poor Sleep, Eye Strain",Urban
13,Female,5.38,Laptop,True,"Poor Sleep, Eye Strain",Urban
18,Female,5.22,TV,True,None,Rural
9,Male,2.87,TV,True,None,Urban
11,Female,2.62,Smartphone,False,None,Rural
10,Male,1.19,Tablet,False,None,Urban
14,Female,4.91,Laptop,True,Poor Sleep,Rural
16,Male,4.51,Smartphone,True,Poor Sleep,Urban
12,Female,3.51,Smartphone,True,"Poor Sleep, Anxiety",Urban
13,Male,4.69,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Rural
17,Female,4.3,Smartphone,True,None,Urban
9,Female,3.89,Smartphone,True,None,Urban
10,Male,6.46,TV,True,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Female,2.31,TV,True,None,Urban
16,Female,5.66,Laptop,True,Poor Sleep,Urban
14,Female,5.69,Smartphone,True,None,Urban
15,Female,3.12,Smartphone,True,Poor Sleep,Urban
18,Male,5.29,Smartphone,True,Obesity Risk,Rural
17,Male,6.34,Smartphone,True,None,Urban
18,Female,5.09,Laptop,True,Anxiety,Urban
16,Female,3.94,TV,True,None,Rural
13,Female,4.98,Smartphone,True,Eye Strain,Urban
11,Female,4.25,TV,True,"Poor Sleep, Eye Strain, Anxiety",Urban
8,Female,6.54,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
15,Female,4.79,Smartphone,True,"Poor Sleep, Eye Strain",Urban
14,Male,5.26,Smartphone,True,Eye Strain,Urban
9,Female,2.71,Smartphone,True,None,Urban
15,Female,4.44,Smartphone,True,Poor Sleep,Urban
12,Female,4.33,TV,True,Poor Sleep,Rural
14,Male,3.47,Smartphone,True,None,Urban
11,Male,5.91,Tablet,True,Poor Sleep,Urban
12,Female,3.29,Smartphone,True,None,Urban
15,Male,6.95,TV,True,"Poor Sleep, Anxiety",Urban
8,Female,7.3,TV,True,Poor Sleep,Urban
8,Male,6.43,Smartphone,True,"Poor Sleep, Anxiety",Rural
11,Male,6.86,Tablet,True,Obesity Risk,Urban
17,Female,4.64,TV,True,"Poor Sleep, Obesity Risk",Urban
9,Male,0.48,TV,False,None,Urban
10,Female,2.45,Tablet,True,None,Urban
18,Male,4.65,Smartphone,True,Poor Sleep,Urban
18,Female,4.68,Smartphone,True,None,Urban
18,Male,2.48,Smartphone,False,None,Urban
8,Female,4.07,Tablet,True,None,Urban
8,Male,5.01,Tablet,True,Poor Sleep,Rural
13,Male,3.99,Laptop,True,Poor Sleep,Urban
12,Male,3.64,Smartphone,True,Poor Sleep,Urban
15,Female,5.42,Smartphone,True,Poor Sleep,Rural
9,Male,1.09,TV,False,None,Rural
11,Female,2.19,Smartphone,False,None,Urban
15,Male,5.84,Tablet,True,"Poor Sleep, Eye Strain, Anxiety",Urban
13,Female,4.48,TV,True,Poor Sleep,Urban
11,Male,4.75,TV,True,Poor Sleep,Urban
8,Male,4.84,TV,True,Poor Sleep,Urban
9,Male,5.44,Smartphone,True,Poor Sleep,Rural
12,Female,5.93,Smartphone,True,"Poor Sleep, Eye Strain",Urban
15,Female,3.11,TV,True,None,Urban
15,Male,4.32,Laptop,True,Poor Sleep,Urban
18,Female,5.07,Smartphone,True,Anxiety,Urban
10,Male,2.61,Smartphone,True,None,Urban
18,Female,2.73,Smartphone,False,None,Urban
11,Male,4.62,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
17,Male,7.48,Laptop,True,"Poor Sleep, Eye Strain",Urban
18,Male,3.29,Smartphone,True,"Poor Sleep, Anxiety",Urban
13,Female,4.09,TV,True,Eye Strain,Urban
18,Female,1.69,TV,False,None,Rural
18,Male,5.98,Smartphone,True,"Poor Sleep, Eye Strain",Urban
17,Male,7.02,TV,True,Anxiety,Urban
10,Female,5.41,Smartphone,True,"Poor Sleep, Eye Strain",Urban
9,Female,6.78,TV,True,"Poor Sleep, Obesity Risk",Urban
13,Male,4.77,TV,True,Poor Sleep,Urban
18,Female,4.93,Smartphone,True,Poor Sleep,Rural
12,Male,3.69,Smartphone,True,"Poor Sleep, Eye Strain",Urban
17,Female,6.18,Smartphone,True,Anxiety,Urban
12,Female,7.15,Laptop,True,None,Rural
17,Female,3.92,TV,True,None,Rural
12,Female,5.11,TV,True,Poor Sleep,Urban
17,Female,5.79,Laptop,True,Obesity Risk,Urban
12,Female,3.08,Smartphone,True,None,Urban
10,Male,3.52,Smartphone,True,None,Urban
14,Male,6.94,TV,True,"Poor Sleep, Anxiety",Urban
13,Male,5.83,TV,True,Poor Sleep,Urban
11,Female,4.21,Smartphone,True,"Poor Sleep, Eye Strain",Urban
9,Female,8,TV,True,Poor Sleep,Rural
16,Male,3.65,Smartphone,True,None,Urban
8,Male,3.12,TV,True,None,Urban
18,Female,4.11,Smartphone,True,"Poor Sleep, Anxiety",Rural
11,Female,4.71,Laptop,True,None,Urban
8,Female,4.79,TV,True,"Poor Sleep, Eye Strain",Urban
13,Male,4.69,Tablet,True,Poor Sleep,Rural
11,Male,3.47,Smartphone,True,Poor Sleep,Urban
12,Female,4.94,Laptop,True,"Poor Sleep, Obesity Risk",Urban
12,Female,5.31,Smartphone,True,Eye Strain,Urban
16,Female,2.09,Smartphone,False,None,Urban
8,Male,9.06,TV,True,Eye Strain,Rural
9,Male,1.99,Smartphone,False,None,Urban
13,Male,5.27,Smartphone,True,Eye Strain,Rural
12,Male,5.96,Tablet,True,"Poor Sleep, Anxiety",Rural
18,Female,2.88,Laptop,False,None,Urban
14,Female,5.87,Smartphone,True,Poor Sleep,Urban
10,Male,5.97,TV,True,"Poor Sleep, Anxiety",Rural
10,Male,5.14,TV,True,None,Urban
17,Male,4.98,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
9,Male,0.62,Smartphone,False,None,Urban
10,Female,6.77,Smartphone,True,Poor Sleep,Rural
17,Male,2.35,Smartphone,False,None,Urban
8,Male,1.12,Tablet,False,None,Rural
12,Female,6.25,Smartphone,True,None,Urban
12,Female,6.19,TV,True,"Poor Sleep, Eye Strain, Anxiety",Rural
18,Male,6.31,Smartphone,True,"Poor Sleep, Eye Strain",Urban
14,Female,6.77,Smartphone,True,Anxiety,Urban
11,Male,3.73,TV,True,None,Rural
10,Female,4.05,Tablet,True,Anxiety,Urban
8,Male,6.16,TV,True,"Poor Sleep, Eye Strain",Rural
15,Male,4.32,Smartphone,True,Poor Sleep,Urban
10,Male,1.23,TV,False,None,Urban
9,Male,6.05,Smartphone,True,None,Urban
18,Female,3.82,Laptop,True,Poor Sleep,Urban
11,Male,3.91,Smartphone,True,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Female,4.38,TV,True,None,Urban
8,Male,2.07,TV,True,None,Rural
10,Male,8.37,TV,True,"Poor Sleep, Obesity Risk",Urban
9,Male,1.87,Smartphone,False,None,Rural
15,Female,4.86,TV,True,"Poor Sleep, Eye Strain",Urban
13,Male,4.46,Smartphone,True,Poor Sleep,Urban
16,Male,5.66,Laptop,True,Poor Sleep,Urban
15,Female,2.95,Laptop,False,None,Urban
17,Female,4.52,Smartphone,True,"Poor Sleep, Anxiety",Urban
10,Male,3.87,Smartphone,True,"Poor Sleep, Obesity Risk",Urban
12,Male,5.72,Smartphone,True,Poor Sleep,Rural
14,Male,5.71,TV,True,"Poor Sleep, Anxiety",Rural
12,Male,3.06,TV,True,Eye Strain,Urban
15,Male,6.64,Smartphone,True,"Poor Sleep, Eye Strain",Rural
12,Female,2.16,Smartphone,False,None,Urban
8,Female,1.73,Tablet,False,None,Urban
12,Male,4.06,TV,True,"Poor Sleep, Eye Strain, Anxiety",Urban
11,Female,5.2,Smartphone,True,"Poor Sleep, Eye Strain",Urban
13,Female,4.23,Smartphone,True,Obesity Risk,Urban
10,Female,3.44,Tablet,True,Poor Sleep,Urban
18,Female,3.36,Smartphone,True,"Poor Sleep, Anxiety",Urban
12,Male,3.2,TV,True,Poor Sleep,Urban
9,Female,4.98,TV,True,None,Rural
